,season_idx,episode_idx,character,utterance
3679,1,7,AYRA,Shut up. What did you bring?
3680,1,7,HOT PIE,The cheese could be better. I did get some nice sausages. GENDRY What did he want us to do about those guards?
3681,1,7,ARYA,"He didn't say. He just said, ""Walk through the gates."""
3682,1,7,GENDRY,What about the guards?
3683,1,7,ARYA,He didn't say anything about the guards.
3684,1,7,GENDRY,"What, he left that bit out? It's a pretty important part, don't you think?"
3685,1,7,ARYA,We have to trust him.
3686,1,7,GENDRY,Trust him? You trusted him to fight with us when you set him free and he ran.
3687,1,7,HOT PIE,I want to go back to the kitchens.
3688,1,7,ARYA,Shut up. Stay here if you're afraid. ARYA gets up and walks towards the gate.
3689,1,7,GENDRY,"Arry, don't. GENDRY and HOT PIE follow. When they reach the guards, they realize that all have been slaughtered. They walk through the gate."
3690,1,7,EXT,STANNIS'S FLEET Soldiers fire a large crossbow in the night.
3691,1,7,MAN,Away! Reset! DAVOS and STANNIS stand on deck.
3692,1,7,DAVOS,"If the wind holds, we'll reach King's Landing in a day."
3693,1,7,STANNIS,Will it hold?
3694,1,7,DAVOS,"Can't make promises for the wind, Your Grace. They walk down some steps to the main deck and continue on."
3695,1,7,MAN,"Again, pull!"
3696,1,7,STANNIS,"I admire you, Ser Davos."
3697,1,7,DAVOS,"I thank you, Your Grace."
3698,1,7,STANNIS,"Pleased to hear it. Some highborn fools call you Onion Knight and think they insult you. So you take the onion for your sigil, sew it on your coat, fly the onion flag."
3699,1,7,DAVOS,"My son wishes me to change it. Three mermen with tridents, something like that. I understand why the older families look down at me."
3700,1,7,STANNIS,Do you? Why?
3701,1,7,DAVOS,My father was a crabber.
3702,1,7,STANNIS,And?
3703,1,7,DAVOS,"Well, sons of lords don't like to break bread with sons of crabbers. Our hands stink."
3704,1,7,STANNIS,And where were those lords when Storm's End starved?
3705,1,7,DAVOS,Many fought bravely for your brother. Many fought for the Mad King.
3706,1,7,STANNIS,You defend these men who insult you behind your back.
3707,1,7,DAVOS,Some are happy to do it to my face.
3708,1,7,STANNIS,"We were forgotten. Robert and Ned Stark, they were the heroes. The glorious rebels marching from battle to battle, liberating towns from the yoke of the Mad King, while I held Storm's End with 500 men."
3709,1,7,DAVOS,"No one has forgotten, Your Grace."
3710,1,7,STANNIS,No? Robert did. He gave Storm's End to Renly after the war. Renly never fought a day in his life.
3711,1,7,DAVOS,He was only a boy.
3712,1,7,STANNIS,Then why'd he give him Storm's End?
3713,1,7,DAVOS,(exhales)
3714,1,7,STANNIS,"First, we ate the horses. We weren't riding anywhere, not with the castle surrounded. We couldn't feed them, so fine, the horses. Then the cats. Never liked cats. So fine. I do like dogs. Good animals. Loyal. But we ate them. Then the rats. The night before you slipped through, I thought my wife was dying. She couldn't speak anymore, she was so frail. And then you made it through the lines. Slipped right through in your little black sailboat with your onions."
3715,1,7,DAVOS,"And potatoes. Some salted beef, I believe."
3716,1,7,STANNIS,Every man in Storm's End wanted to kiss you that night.
3717,1,7,DAVOS,I was relieved they did not.
3718,1,7,STANNIS,"Robert told me to hold Storm's End, so I held it. Then he told me he was giving it to Renly, so I gave it up. Insult or no, I gave it up. Because Robert was my older brother, and he was the king and I've always done my duty. But now, I'm the rightful king by every law of Westeros. And when I sit the Iron Throne, you'll be my Hand."
3719,1,7,DAVOS,"Your Grace, I pray I serve you well."
3720,1,7,STANNIS,I expect you'll be the first crabber's son to wear the badge.
3721,1,7,EXT,"KING'S LANDING JOFFREY, VARYS and TYRION walk through the streets of King's Landing"
3722,1,7,JOFFREY,You're the Master of Whisperers. You're supposed to know everything.
3723,1,7,VARYS,"No man can be in all rooms at all times. I have many little birds in the North, my lord, but I haven't heard their songs since Theon Greyjoy captured Winterfell."
3724,1,7,JOFFREY,The Stark forces are distracted. Now is the time to strike.
3725,1,7,TYRION,"To strike? My dear nephew, you do see these men preparing the walls for siege? You do understand Stannis Baratheon sails this way?"
3726,1,7,JOFFREY,"If my Uncle Stannis lands on the shores of King's Landing, I'll ride out to greet him."
3727,1,7,TYRION,"A brave choice, Your Grace. I'm sure your men will line up behind you."
3728,1,7,JOFFREY,They say Stannis never smiles. I'll give him a red smile from ear to ear. JOFFREY exits.
3729,1,7,TYRION,Imagine Stannis' terror.
3730,1,7,VARYS,I am trying.
3731,1,7,TYRION,You're an intelligent man. I'd like to think I'm an intelligent man.
3732,1,7,VARYS,"Oh, no one disputes that, my lord, not even the multitudes who despise you."
3733,1,7,TYRION,"I wish we could converse as two honest, intelligent men."
3734,1,7,VARYS,"I wish we could, too."
3735,1,7,TYRION,What do you want? Tell me.
3736,1,7,VARYS,"If we're going to play, you'll have to start."
3737,1,7,TYRION,"My brother was the youngest Kingsguard in history. My sister became queen at the age of 19. When I reached manhood, my father put me in charge of all the drains and cisterns in Casterly Rock."
3738,1,7,VARYS,A most highborn plumber.
3739,1,7,TYRION,The water never flowed better. And all the shit found its way to the sea. I never expected to have any real power. So when my father named me acting Hand
3740,1,7,VARYS,"You're quite good at being Hand, you know? Jon Arryn and Ned Stark were good men. Honorable men. But they disdained the game and those who played. - You enjoy the game."
3741,1,7,TYRION,I do. Last thing I expected.
3742,1,7,VARYS,And you play it well.
3743,1,7,TYRION,"I'd like to keep playing it. If Stannis breaches the gates, the game is over."
3744,1,7,VARYS,They say he burns his enemies alive to honor the Lord of Light.
3745,1,7,TYRION,"The Lord of Light wants his enemies burned, the Drowned God wants them drowned. Why are all the gods such vicious cunts? Where is the god of tits and wine?"
3746,1,7,VARYS,"In the Summer Isles, they worship a fertility goddess with 16 teats."
3747,1,7,TYRION,We should sail there immediately.
3748,1,7,VARYS,"This morning, I heard a song all the way from Qarth beyond the Red Waste. Daenerys Targaryen lives."
3749,1,7,TYRION,A girl at the edge of the world is the least of our problems.
3750,1,7,VARYS,"She has three dragons. But even if what they say is true, it'll be years before they are fully grown. And then there will be nowhere to hide."
3751,1,7,TYRION,"One game at a time, my friend."
3752,1,7,EXT,QARTH DAENERYS peers through a boarded entryway
3753,1,7,JORAH,"Careful, Khaleesi. Xaro owns this city and the warlocks have a thousand eyes watching for you. I found one. A ship with a good captain. She leaves for Astapor tomorrow."
3754,1,7,DAENERYS,Astapor?
3755,1,7,JORAH,We cannot stay here.
3756,1,7,DAENERYS,They have my dragons. A mother does not flee without her children.
3757,1,7,JORAH,"They're not your children. I know they call you the Mother of Dragons and I know you love them, but you didn't grow them in your womb. They didn't suckle at your breast. They are dragons, Khaleesi. And if we stay in Qarth, we'll die."
3758,1,7,DAENERYS,You should sail to Astapor. I'm sure you'll be safe there.
3759,1,7,JORAH,"You know I would die for you. I will never abandon you. I'm sworn to protect you, to serve."
3760,1,7,DAENERYS,"Then serve me. If my dragons are in the House of the Undying, then take me there."
3761,1,7,JORAH,"That's what the warlock wants. He told you so himself. If you enter that place, you will never leave again. His magic is strong."
3762,1,7,DAENERYS,And what of my magic? You saw me step into the fire. You watched the witch burn. What did the flames do to me? Do you remember?
3763,1,7,JORAH,"Until my last breath, I will remember. After I have forgotten my mother's face. DAENERYS touches JORAH's face."
3764,1,7,DAENERYS,They are my children. And they are the only children I will ever have. Take me to them.
3765,1,7,JORAH,(nods)
3766,1,7,EXT,WINTERFELL
3767,1,7,THEON,We should bury them.
3768,1,7,DAGMER,I'd leave 'em up a few more days. Sends a message.
3769,1,7,THEON,"If they haven't got the damn message yet, a few more days won't help. As you say. But it don't hurt to let 'em rot a while longer."
3770,1,7,DAGMER,What's this?
3771,1,7,THEON,Gold for the farmer. For his trouble.
3772,1,7,DAGMER,His troubles are done. He's feeding the crops now. LUWIN approaches and exchanges a glance with OSHA. She ducks into an entryway. LUWIN looks at THEON and DAGMER.
3773,1,7,DAGMER,"His wife, too. You want to keep a man silent, you silence him. LUWIN walks over to look at the burned bodies of BRAN and RICKON."
3774,1,7,CUT TO,DARKNESS OSHA lights a candle.
3775,1,7,OSHA,Got as far as the farm and then doubled back. Walked through the stream to throw off the hounds. Hoped this would be the last place they'd think to look.
3776,1,7,LUWIN,You're right so far.
3777,1,7,OSHA,Who was that out there hung up at the gates?
3778,1,7,LUWIN,Must have been the farmer's boys.
3779,1,7,OSHA,He killed them and burned them and passed them off as the little lords?
3780,1,7,LUWIN,They mustn't know. Bran would blame himself.
3781,1,8,DEFAULT,"Blackwater Lyrics EPISODE 9 - BLACKWATER EXT. THE SEA AT NIGHT STANNIS's fleet sails through the night. DAVOS walks the deck, and looks out the stern at the rest of the ships."
3782,1,8,CUT TO,STANNIS looks ahead
3783,1,8,CUT TO,"Soldiers sitting below, tired and waiting. One vomits from sea sickness."
3784,1,8,CUT TO,MATTHOS and DAVOS above deck.
3785,1,8,MATTHOS,That's it. The tide's against us.
3786,1,8,DAVOS,"Aye, but we have the wind. She'll blow us straight to the gates."
3787,1,8,MATTHOS,You're coming home.
3788,1,8,DAVOS,King's Landing hasn't been home for 20 years. I spent most of my life dodging the royal fleet. And now I'm sailing right at them.
3789,1,8,MATTHOS,"This is the royal fleet. And you're not a smuggler anymore, you're the high captain."
3790,1,8,DAVOS,"Of course, there are several royal fleets at the moment."
3791,1,8,MATTHOS,"Not after tonight. When the sun rises, Stannis will sit on the Iron Throne and you will be his Hand."
3792,1,8,DAVOS,Gods be good.
3793,1,8,MATTHOS,"God. Father, there is only one and he watches over us."
3794,1,8,DAVOS,But not over them?
3795,1,8,MATTHOS,"Over all of us. The people of King's Landing did not choose the false king, Joffrey Baratheon. They will be glad to see his head on a spike."
3796,1,8,DAVOS,"Well, first, we have to put it there."
3797,1,8,MATTHOS,Our ships outnumber theirs 10-to-1.
3798,1,8,DAVOS,"Our army outnumber theirs 5-to-1. Those walls have never been breached, and the men guarding the walls, when they see you, they don't see a liberator, they see a stranger come to set their city on fire."
3799,1,8,MATTHOS,I have faith in the Lord of Light. I have faith in our cause. And I have faith in my captain.
3800,1,8,INT,KING'S LANDING AT NIGHT TYRION and SHAE lie in bed in his chambers.
3801,1,8,SHAE,"Are you afraid, my lion?"
3802,1,8,TYRION,"If the city falls, Stannis will burn every Lannister he can find. Of course I'm afraid."
3803,1,8,SHAE,I won't let them hurt you.
3804,1,8,TYRION,I'm a Lannister. I don't have a choice in all this. But it's not your war. SHAE sits astride him.
3805,1,8,SHAE,It is now.
3806,1,8,TYRION,You can't fuck your way out of everything.
3807,1,8,SHAE,I have so far. Do you remember what you said when you met me in your tent? That I should make love to you like it was your last day on this earth. They kiss.
3808,1,8,INT,CERSEI'S CHAMBERS CERSEI looks out her window.
3809,1,8,PYCELLE,"As you know, Your Grace, it is not only the sworn duty of a maester to carry out the wishes of the house he serves, but also to offer guidance and counsel in times of war."
3810,1,8,CERSEI,Your words are always wise and measured.
3811,1,8,PYCELLE,"If you could - If anything, a maester's duties become more urgent in times of war and turmoil. I remember back in the days of King"
3812,1,8,CERSEI,You brought me something?
3813,1,8,PYCELLE,"Yes. Essence of nightshade is as dangerous as it is efficacious. A single drop in a cup of wine suffices to soothe ragged nerves. Three drops will bring on a deep and dreamless sleep. Ten drops, however"
3814,1,8,CERSEI,I know what ten drops will bring.
3815,1,8,PYCELLE,"Your Grace, if I may ask"
3816,1,8,CERSEI,You may not. You must have a lot of work to do. I'm sure many brave men will need your wisdom soon.
3817,1,8,PYCELLE,Yes. A siege is very
3818,1,8,ERSEI,"Be careful on the stairs, Grand Maester. There are so many."
3819,1,8,PYCELLE,Your Grace.
3820,1,8,INT,"KING'S LANDING BRONN and the soldiers of King's Landing are drinking and singing, with some prostitutes mingling among them. BRONN has his arm around a prostitute."
3821,1,8,MEN,"(singing) And so he spoke That Lord of Castamere But now the rains weep o'er his halls With no one there to hear Yes, now the rains weep o'er his halls And not a soul to hear -"
3822,1,8,BRONN,To the boys!
3823,1,8,MEN,
3824,1,8,SOLDIER,Lannisters! Where'd you learn the Lannister song?
3825,1,8,BRONN,Drunk Lannisters. The soldiers laugh.
3826,1,8,PROSTITUTE,You've got a pretty voice.
3827,1,8,BRONN,Thank you very much.
3828,1,8,PROSTITUTE,And I like your nose. How many times you break it? BRONN pulls her to stand in front of him.
3829,1,8,BRONN,"Well, now let's see. First time, I was five. My mam smacked me with an iron poker."
3830,1,8,PROSTITUTE,Oh.
3831,1,8,BRONN,It wasn't me she was aiming at. She was trying for my little brother. Now he was a real pest. BRONN start to undress her.
3832,1,8,BRONN,"Second time, I was nine. Got in a scrap with a few older boys. They won. Third time The prostitute is fully naked, and BRONN's thoughts are going elsewhere."
3833,1,8,BRONN,"Eh, you don't want to know about the third time. She sits on his lap and kisses his nose."
3834,1,8,PROSTITUTE,Poor nose.
3835,1,8,BRONN,Don't feel sorry for him. He'll be halfway up your arse before the night's through. The men laugh. The HOUND and a soldier enter.
3836,1,8,BRONN,"Welcome, friends. This round's on me. The HOUND and his companion stand in front of a table. The two men sitting there vacate if for them, silently. They sit down. The HOUND drinks from the mug sitting there."
3837,1,8,BRONN,(whispering) I don't think he likes me.
3838,1,8,HOUND,You think you're a hard man?
3839,1,8,BRONN,I know it. The men laugh.
3840,1,8,BRONN,It's warm in here. We've got beautiful women and good brown ale. Plenty for everyone. And all you want is to put one of us in the cold ground with no women to keep us company.
3841,1,8,HOUND,"Oh, there's women in the ground. I put some there myself. So have you. You like fucking and drinking and singing. But killing, killing's the thing you love. You're just like me. He stands and walks towards BRONN."
3842,1,8,HOUND,Only smaller.
3843,1,8,BRONN,And quicker. Eh?
3844,1,8,HOUND,"Your Lord Imp's going to miss you. BRONN pats the prostitute on the knee, and she gets off his lap. He stands to face the HOUND."
3845,1,8,BRONN,Aye I expect he will someday. He reaches behind him to a dagger sheathed at his waist. A bell tolls. The soldiers get up and leave.
3846,1,8,MAN,Here we are.
3847,1,8,BRONN,One more drink before the war? Shall we? The HOUND backs off. They both exit.
3848,1,8,INT,TYRION'S CHAMBERs VARYS stands by the window while PODRICK helps to dress TYRION in his armor.
3849,1,8,VARYS,"I've always hated the bells. They ring for horror. A dead king, a city under siege."
3850,1,8,TYRION,A wedding.
3851,1,8,VARYS,"Exactly. Podrick, is that it?"
3852,1,8,TYRION,"""Is that it?"" Nice touch. As if you don't know the name of every boy in town."
3853,1,8,VARYS,I'm not entirely sure what you're suggesting.
3854,1,8,TYRION,I'm entirely sure you're entirely sure what I'm suggesting.
3855,1,8,VARYS,Do you trust him?
3856,1,8,TYRION,"Oddly enough, I do."
3857,1,8,VARYS,Good. VARYS unfolds a map before them.
3858,1,8,VARYS,The map you asked for. TYRION steps down to study the map. PODRICK continues to dress him.
3859,1,8,TYRION,There must be 20 miles of tunnels beneath the city.
3860,1,8,VARYS,Closer to 50. The Targaryens built this city to withstand a siege and to provide escape if necessary.
3861,1,8,TYRION,"I'm not escaping. Strange as it sounds, I'm the captain of the ship, and if the ship goes down, I go with her."
3862,1,8,VARYS,"That is good to hear. Though I'm sure many captains say the same while their ship is afloat. You look well suited for battle, my lord."
3863,1,8,TYRION,"Well, I'm not."
3864,1,8,VARYS,"For all our sakes, I hope you are wrong. My little birds tell me that Stannis Baratheon has taken up with a red priestess from Asshai."
3865,1,8,TYRION,What of it?
3866,1,8,VARYS,"You don't believe in the old powers, my lord?"
3867,1,8,TYRION,"Blood spells, curses, shape-shifting. What do you think?"
3868,1,8,VARYS,I think you believe in what you see and in what those you trust have seen. You probably don't entirely trust me.
3869,1,8,TYRION,"Mmm, don't take it personally. I don't entirely trust myself."
3870,1,8,VARYS,"And yet I have seen things and heard things, things you have not, things I wish I had not. I don't believe I've ever told you how I was cut."
3871,1,8,TYRION,"No, I don't believe you have."
3872,1,8,VARYS,"One day, I will. The dark arts have provided Lord Stannis with his armies and paved his path to our door. For a man in service to such powers to sit on the Iron Throne, I can think of nothing worse. And tonight, I believe you are the only man who can stop him. PODRICK hands TYRION his war axe."
3873,1,8,EXT,STANNIS'S FLEET
3874,1,8,MATTHOS,They're welcoming the new king.
3875,1,8,DAVOS,I've never known bells to mean surrender. They want to play music with us? Let's play. Drums.
3876,1,8,MATTHOS,"Drums! Soldiers start to play the drums. The soldiers spring to action, readying for battle. STANNIS watches, resolute."
3877,1,8,INT,King's Landing
3878,1,8,TYRION,"Remember, wait till the ships"
3879,1,8,BRONN,The ships are in the bay.
3880,1,8,TYRION,They must be far enough in
3881,1,8,BRONN,"I know what ""in"" means. Do you know how to use that?"
3882,1,8,TYRION,"I chopped wood once. No, I watched my brother chopping wood."
3883,1,8,BRONN,I saw you kill a man with a shield. You'll be unstoppable with an ax. They clasp hands.
3884,1,8,BRONN,Don't get killed.
3885,1,8,TYRION,"Nor you, my friend."
3886,1,8,BRONN,"Oh, are we friends now?"
3887,1,8,TYRION,Of course we are. Just because I pay you for your services doesn't diminish our friendship.
3888,1,8,BRONN,"Enhances it, really."
3889,1,8,TYRION,"Oh! ""Enhances."" Fancy word for a sellsword."
3890,1,8,BRONN,Been spending time with fancy folks. BRONN exits. SANSA and SHAE enter.
3891,1,8,TYRION,Lady Sansa and Sheila.
3892,1,8,SHAE,Shae.
3893,1,8,TYRION,"Shae, yes. Surely my sister has asked you to join the other highborn ladies in Maegor's holdfast."
3894,1,8,SANSA,"She has, my lord, but King Joffrey sent for me to see him off. JOFFREY and the HOUND enter."
3895,1,8,JOFFREY,Sansa.
3896,1,8,TYRION,"Always been a great romantic, my nephew."
3897,1,8,JOFFREY,"Sansa, come here."
3898,1,8,SANSA,"I will pray for your safe return, my lord."
3899,1,8,TYRION,Will you?
3900,1,8,SANSA,Just as I pray for the king's. SANSA walks away.
3901,1,8,TYRION,"Stay safe, my lady."
3902,1,8,SHAE,"And you, my lion. PODRICK and TYRION exit"
3903,1,8,JOFFREY,Your king rides forth to battle. You should see him off with a kiss. He draws his sword and presents it.
3904,1,8,JOFFREY,"My new blade. Hearteater, I've named it. Kiss it. SANSA leans down and kissed the blade."
3905,1,8,JOFFREY,You'll kiss it again when I return and taste my uncle's blood.
3906,1,8,SANSA,Will you slay him yourself?
3907,1,8,JOFFREY,If Stannis is fool enough to come near me.
3908,1,8,SANSA,So you'll be outside the gates fighting in the vanguard?
3909,1,8,JOFFREY,A king doesn't discuss battle plans with stupid girls.
3910,1,8,SANSA,"I'm sorry, Your Grace. You're right, I'm stupid. Of course you'll be in the vanguard. They say my brother Robb always goes where the fighting is thickest. And he is only a pretender."
3911,1,8,JOFFREY,"Your brother's turn will come. Then you can lick his blood off Hearteater, too. JOFFREY and the HOUND exit"
3912,1,8,SHAE,Some of those boys will never come back.
3913,1,8,SANSA,Joffrey will. The worst ones always live.
3914,1,8,SHAE,"Shh. Come, my lady."
3915,1,8,EXT,"THE STREETS OF WINTERFELL The soldiers buzz with activity. JOFFREY enters, along with TYRION, the HOUND and LANCEL. A horse gallops through, and some townsfolks scurry past. They climb the stairs to the top of the exterior wall all look out into the empty harbor."
3916,1,8,LANCEL,Where's our fleet?
3917,1,8,TYRION,On the way.
3918,1,8,JOFFREY,Why isn't it here now? They're coming. TYRION does not answer.
3919,1,8,JOFFREY,"Hound, tell the Hand that his king has asked him a question."
3920,1,8,HOUND,The king has asked you a question.
3921,1,8,TYRION,"Ser Lancel, tell the Hound to tell the king that the Hand is extremely busy. LANCEL: The Hand of the King would like me to tell you to tell the king-"
3922,1,8,JOFFREY,"If I tell the Hound to cut you in half, he'll do it without a second thought."
3923,1,8,TYRION,"That would make me the quarterman. It just doesn't have the same ring to it. Cut me in half and I won't be able to give the signal. No signal, no plan. No plan and Stannis Baratheon sacks this city, takes the Iron Throne, puts your pinched little head atop a gate somewhere. It might be quite amusing, except that my head would be up there, too. I've never much liked my head, but I don't want to see it removed just yet."
3924,1,8,CUT TO,STANNIS'S FLEET
3925,1,8,DAVOS,Where are their ships?
3926,1,8,MATTHOS,It was wise to attack at night. We took them by surprise.
3927,1,8,DAVOS,Lord Varys knows what you had for breakfast three days ago. There are no surprises here.
3928,1,8,MATTHOS,"If it's true there is dissension in their ranks, maybe their sailors have mutinied."
3929,1,8,DAVOS,Maybe.
3930,1,8,CUT TO,MAEGOR'S HOLDFAST CERSEI and TOMMEN join the  highborn ladies.  They walk past SHAE and SANSA.
3931,1,8,SANSA,I don't know why she wants me here. She's always saying how stupid I am. She hates me.
3932,1,8,SHAE,Maybe she hates you less than she hates everyone else.
3933,1,8,SANSA,I doubt it.
3934,1,8,SHAE,Maybe she's jealous of you.
3935,1,8,SANSA,Why would she be jealous?
3936,1,8,CERSEI,Sansa. SANSA gets up and walks over to her.
3937,1,8,CERSEI,"I was wondering where our little dove had flown. You look pale, child. Is your red flower still blooming?"
3938,1,8,SANSA,Yes.
3939,1,8,CERSEI,"Fitting, isn't it? The men will bleed out there and you will bleed in here. Pour Lady Sansa some wine. A servant pours the wine. CERSEI hands it to SANSA."
3940,1,8,SHAE,"I'm not thirsty, Your Grace."
3941,1,8,CERSEI,So? I didn't offer you water. What's he doing here?
3942,1,8,CERSEI,"Ser llyn? He's here to defend us. When the axes smash down those doors, you may be glad to have him."
3943,1,8,SANSA,But we have guards to defend us.
3944,1,8,CERSEI,"Guards we have paid. Should the city fall, they'll be the first ones out of the doors. A door opens and a gold cloak walks in. He bows to CERSEI."
3945,1,8,GOLD CLOACK,The lads caught a groom and two maids trying to sneak away with a stolen horse and some gold cups.
3946,1,8,CERSEI,"The battle's first traitors. Have Ser llyn see to them. Put their heads on spikes outside the stables as a warning. He bows and moves to ILYN PAYNE, then exits the chamber."
3947,1,8,CERSEI,The only way to keep the small folk loyal is to make certain they fear you more than they do the enemy. Remember that if you ever hope to become a queen.
3948,1,8,SANSA,You said he was here to protect us.
3949,1,8,CERSEI,He is. Traitors are a danger to us all. More wine.
3950,1,8,CUT TO,"THE WALL OUTSIDE THE HARBOR TYRION, JOFFREY, the HOUND and LANCEL look out across the foggy sea."
3951,1,8,JOFFREY,There they are.
3952,1,8,TYRION,Archers to their marks.
3953,1,8,SOLDIER,"Archers, to your marks! The archers set their bows."
3954,1,8,SOLDIER,Archers! Nock your arrows! SOLDIER #2: Nock arrows!
3955,1,8,TYRION,Hold fast.
3956,1,8,SOLDIER,Hold fast!
3957,1,8,JOFFREY,What are you doing? We need to attack them.
3958,1,8,TYRION,Hold fast.
3959,1,8,SOLDIER,Boulders ready! SOLDIER #2: Hold fast! There is but one ship sailing out of the harbor.
3960,1,8,JOFFREY,There's only one ship. Where are the rest of them? Where are the rest of them?
3961,1,8,CUT TO,THE BARATHEON FLEET MATTHOS and DAVOS watch the lone ship approaching
3962,1,8,MATTHOS,There's only one ship.
3963,1,8,DAVOS,"Archers, stand to! Man the below! - Nock. The soldiers get set."
3964,1,8,MAN,Nock and set!
3965,1,8,DAVOS,Draw! Hold.
3966,1,8,MAN,Hold. They watch the ship sail by. It is unmanned.
3967,1,8,DAVOS,(confused) There's no one on board.
3968,1,8,CUT TO,THE HARBOR WALL
3969,1,8,MAN,More rocks coming up! HAYLENE climbs the stairs. TYRION looks back at him. HAYLENE lights a torch and hands it to TYRION.
3970,1,8,CUT TO,THE BARATHEON FLEET
3971,1,8,MAN,"Hold. As the empty ship sails past, DAVOS sees that it is spewing green liquid into the sea behind it"
3972,1,8,DAVOS,Wildfire. Steer clear! Steer clear!
3973,1,8,CUT TO,"HARBOR WALL TYRION throws the torch over the side of the wall. BRONN gets the signal, lights his arrow ablaze and launches it high into the sky."
3974,1,8,CUT TO,"BARATHEON FLEET The flaming arrow soars over DAVOS's boat and hits the wildfire in the water, which erupts in green flame. The flames crawl towards the ghost ship."
3975,1,8,DAVOS,"Matthos! Get down! A huge explosion. The ghost ship explodes ferociously, overwhelming MATTHOS and many other soldiers. STANNIS recoils from the blast"
3976,1,8,CUT TO,HARBOR WALL JOFFREY shields his eyes from the blast. HAYLENE seems pleased. The HOUND is resolute.
3977,1,8,CUT TO,HARBOR BRONN watches the explosions.
3978,1,8,CUT TO,"BARATHEON FLEET The explosion engulfs the fleet. Meet scream in agony, devoured in green flame, some jumping overboard. The immensity of the explosion is stunning. Chaos ensues on board as the ships collapse."
3979,1,8,CUT TO,"HARBOR WALL TYRION, PODRICK, the HOUND and JOFFREY watch. HAYLENE smiles. TYRION is horrified."
3980,1,8,CUT TO,"BARATHEON FLEET STANNIS's ship is unharmed. He gets to his feet and surveys the massive destruction. Men scream, masts collapse."
3981,1,8,STANNIS,Prepare to land.
3982,1,8,SOLDIER,Your Grace.
3983,1,8,STANNIS,The dwarf has played his little trick.
3984,1,8,SOLDIER,The wildfire.
3985,1,8,STANNIS,He can only play it once.
3986,1,8,SOLDIER,"We're too far from the gates. The fire, their archers Hundreds will die."
3987,1,8,STANNIS,Thousands. STANNIS descends from the upper deck and addresses his troops.
3988,1,8,STANNIS,Come with me and take this city! The men yell in agreement.
3989,1,8,CUT TO,"MAEGOR'S HOLDFAST CERSEI is a bit drunk, and still drinking wine."
3990,1,8,CERSEI,"Sansa, come here, little dove."
3991,1,8,SANSA,My queen. What are you doing? Praying.
3992,1,8,CERSEI,"You're perfect, aren't you?"
3993,1,8,SANSA,Praying.
3994,1,8,CERSEI,What are you praying for?
3995,1,8,SANSA,For the gods to have mercy on us all.
3996,1,8,CERSEI,Oh. On all of us?
3997,1,8,SANSA,"Yes, Your Grace."
3998,1,8,CERSEI,Even me?
3999,1,8,SANSA,"Of course, Your Grace."
4000,1,8,CERSEI,Even Joffrey?
4001,1,8,SANSA,Joffrey is my
4002,1,8,CERSEI,"Oh, shut up, you little fool. Praying to the gods to have mercy on us all. The gods have no mercy. That's why they're gods. My father told me that when he caught me praying. My mother had just died, you see. I didn't really understand the concept of death, the finality of it. I thought that if I prayed very, very hard, the gods would return my mother to me. I was four."
4003,1,8,SANSA,Your father doesn't believe in the gods?
4004,1,8,CERSEI,"He believes in them, he just doesn't like them very much. CERSEI holds out a glass for her servant to fill."
4005,1,8,CERSEI,One for her. The servant pours the wine. She hands it to SANSA.
4006,1,8,CERSEI,Here. Sit. Drink. SANSA sits and takes a sip of wine.
4007,1,8,CERSEI,"Not like that. Drink, girl. SANSA takes a bigger gulp."
4008,1,8,CERSEI,I should have been born a man. I'd rather face a thousand swords than be shut up inside with this flock of frightened hens.
4009,1,8,SANSA,They are your guests under your protection. You asked them here.
4010,1,8,CERSEI,"It was expected of me, as it will be of you if you ever become Joffrey's queen. If my wretched brother should somehow prevail, these hens will return to their cocks and crow of how my courage inspired them, lifted their spirits."
4011,1,8,SANSA,And if the city should fall?
4012,1,8,CERSEI,"You'd like that, wouldn't you? The Red Keep should hold for a time, long enough for me to go to the walls and yield to Lord Stannis in person. If it were anyone else outside those gates, I might have hoped for a private audience, but this is Stannis Baratheon. I'd have a better chance of seducing his horse. SANSA is speechless."
4013,1,8,CERSEI,"Have I shocked you, little dove? Tears aren't a woman's only weapon. The best one's between your legs. Learn how to use it. Drink. They both drink."
4014,1,8,CERSEI,"Do you have any notion of what happens when a city is sacked? No, you wouldn't, would you? If the city falls, these fine women should be in for a bit of a rape. Half of them will have bastards in their bellies come the morning. You'll be glad of your red flower then. When a man's blood is up, anything with tits looks good. A precious thing like you will look very, very good. A slice of cake just waiting to be eaten. CERSEI takes a drink, and SANSA joins her, panicking."
4015,1,8,CUT TO,THE HARBOR Landing boats from the ships row towards the shore.
4016,1,8,MAN,"More pressure! Pull! Pull! That's it, men! Pull! Pull!"
4017,1,8,CUT TO,THE HARBOR WALL
4018,1,8,TYRION,"He's a serious man, Stannis Baratheon."
4019,1,8,JOFFREY,They're coming. They're coming ashore.
4020,1,8,TYRION,Rain fire on them.
4021,1,8,MAN,Archers!
4022,1,8,JOFFREY,There are too many.
4023,1,8,TYRION,"Hound, form a welcome party for any Baratheon troop that manages to touch solid ground. Pod, run to the King's Gate. Bring any men guarding it here, now."
4024,1,8,PODRICK,"Yes, my lord."
4025,1,8,CUT TO,BELOW THE HARBOR WALL
